0,1,2,3,4,5,6,7,8
0.031009745370827346,0.15308288880982668,0.41231593038821734,0.1893688562982409,0.5852086952454165,0.5030252198108727,0.6007310920308564,0.8265109629171459,0.9330357142857066
0.043607878355416574,0.3394959553969238,0.3962516733601069,0.8438922022620462,0.668547292135955,0.4851696104325498,0.8084312710065076,0.5592848370799466,0.10267857142857201
0.0345314669858805,0.6144980427825645,0.2668451584114322,0.47468922629428734,0.14259897802013133,0.4929897571140671,0.6876430535800182,0.31013915491792243,0.049107142857142294
0.03282630733287917,0.02647449690914938,0.41231593038821734,0.6799452274277794,0.5121114064224392,0.7020320074474569,0.4768643605007412,0.7280818792697756,0.04241071428571461
0.9290276274750386,0.45514196856072175,0.628737170905836,0.523452719135002,0.6541378309483001,0.3889267073651723,0.7323749873090204,0.6897783969715912,0.19419642857142927
0.9236943535298199,0.33905303321062485,0.9219098616688981,0.33922188048127927,0.4971774640771194,0.43690574572651286,0.6098612100723324,0.3240979283531944,0.12053571428571297
0.9225969961453604,0.2589996953371808,0.4149933065595748,0.5761137038253672,0.6123106680172716,0.5531554679731912,0.5079492964577579,0.5958104308712588,0.11607142857142944
0.935328901181391,0.18164653018711208,0.4689870593485026,0.4890104335861003,0.6677415490978964,0.49115907838483963,0.6283216610400846,0.5527134740020676,0.1897321428571414
0.4695913112547814,0.3783443703291055,0.628737170905836,0.8633019209330709,0.7368622280758013,0.5357542823929151,0.9387057911207375,0.6593839039870888,0.610784774436383
0.9223958668652106,0.2311224990763383,0.5635876840696101,0.679509865968173,0.21658534464916335,0.5049622012500024,0.6393258394378121,0.3707304992433569,0.07589285714285704
0.03279168631252283,0.49079078016137856,0.7188755020080164,0.5961873901642444,0.49029449085251087,0.7423337180351908,0.6159863943344996,0.5082370139120549,0.06473214285714213
0.034862648293778165,0.12690943709310165,0.9219098616688981,0.6017383770341037,0.4714118389172164,0.48711876393770126,0.4693784676451864,0.6464498980423663,0.23214285714285499
0.4784653037359625,0.41381177397831637,0.9219098616688981,0.6039647277613486,0.4916102511167948,0.6566123488343365,0.6413689834451706,0.2370084932086396,0.45312499999999795
0.9247833780612407,0.37494259660484086,0.9219098616688981,0.48648838786836646,0.5813769077133739,0.6464904644687621,0.6004916495109329,0.4122602819588712,0.13392857142857045
0.9270080514208434,0.45619310488279374,0.2159750111557346,0.4027035013902998,0.3460613208473451,0.719360972102649,0.5643707518609427,0.10311241368922097,0.23660714285714335
0.9215439318428178,0.2630366021843563,0.28915662650603235,0.6059735506359442,0.7825970455544313,0.4207233896902167,0.48304889936779727,0.7795839237037558,0.363839285714286
0.919664625481408,0.21704196884606985,0.5542168674698835,0.2866938286450485,0.3971029794051768,0.651991021102603,0.5860753510602814,0.12945791183642097,0.07142857142857084
0.9177705382259216,0.2612765364527958,0.38241856314145095,0.32306387643041373,0.5423481319223724,0.5598273830935625,0.4710275962854915,0.6161309608879693,0.20982142857142888
0.4788440021463014,0.6091900904442095,0.9219098616688981,0.6040001839874938,0.36595401973206854,0.4274334439507683,0.5278349991627413,0.44828091464510056,0.14062499999999922
0.9297237679058359,0.7914241131264091,0.9219098616688981,0.5787327562584779,0.24423443518633503,0.5834651295662354,0.7216928689360058,0.4384579920160663,0.03571428571428595
0.6269081861452204,0.17474700860376402,0.628737170905836,0.3085529000061254,0.6890363765693766,0.4429925902068632,0.665877873912188,0.6261003421788942,0.14955357142857206
0.9029257837420221,0.4186277831003712,0.5087014725569039,0.7241969465810058,0.33622484801504937,0.43532824597042463,0.6845015928060771,0.3513062253346124,0.2343749999999989
0.0471995364156097,0.26690038522842463,0.9219098616688981,0.8122169588458462,0.5964338955328585,0.9923001429990563,0.7024505165521413,0.6662572688140713,0.19642857142857112
0.4915881088599914,0.6155562754907412,0.9219098616688981,0.4695552096027076,0.3561166600601815,0.4961650434027689,0.48882967297593805,0.4461112879926423,0.11830357142857084
0.9272301120342252,0.25903128541868636,0.9219098616688981,0.6257448058880676,0.6492240850373874,0.3859193955875284,0.6245415823486775,0.5183136357360478,0.5758928571428545
0.9276529051252158,0.21921122156879624,0.9219098616688981,0.6471440131512285,0.6805196970099867,0.5808388034549594,0.7189979646130755,0.5791941306723363,0.25000000000000117
0.9351322359296486,0.412499097154693,0.9219098616688981,0.44085363218502727,0.5088797207192919,0.5170466283933237,0.5082528259862222,0.42329298415513783,0.06249999999999972
0.0202709298204109,0.2594710424679395,0.5818830879071777,0.627756176424246,0.49100763657572544,0.5225743693079181,0.3291016703024363,0.5101201488098583,0.7455357142857153
0.929223399921101,0.18104169569974748,0.2409638554216984,0.32074230166590045,0.7562812490423372,0.4618179075113531,0.44337767267136563,0.7760223858349242,0.6651444827731872
0.03720219598453234,0.2607174585524459,0.5925925925925817,0.7101084172636424,0.49682343208132695,0.5095543160233404,0.7048905552805831,0.6222527556980992,0.7299107142857126
0.46957548875406907,0.6115156956837012,0.9219098616688981,0.45975369728551463,0.23311060098909075,0.6504374597430882,0.5080413502614105,0.24044255756387756,0.1361607142857148
0.9344577212365106,0.7463318118443653,0.9219098616688981,0.38597098847074995,0.29009447348891015,0.6890139828404713,0.3308469579640212,0.42069429530435976,0.20535714285714263
0.9210660328010807,0.7949094684861021,0.4788041053101366,0.06460810887599384,0.13034154810401832,0.915465073993424,0.35919405586373454,0.14316506468630497,0.10937500000000083
0.9208927292980444,0.25801569669387325,0.2097278000892422,0.6833466417458316,0.6982931871138498,0.5794016881937054,0.6232248337940662,0.6117817368723344,0.34374999999999706
0.9285136194034802,0.26183560559758,0.9219098616688981,0.5350154993453249,0.605170440926933,0.526387471856026,0.5212038468277465,0.43646185573012186,0.5491071428571399
0.9229651296884622,0.5712885024006141,0.9219098616688981,0.7019166702452821,0.6442491049641814,0.3623985009486077,0.7568711630047691,0.5442306148936771,0.2388392857142853
0.9180410087474034,0.22164886302861642,0.7086122266845127,0.6447196642830542,0.7121272794434517,0.4926838325214149,0.3479381192931976,0.6427441172251305,0.1651785714285714
0.9202773381811991,0.4161756905791526,0.5087014725569039,0.30302955746802374,0.39763439339615925,0.20530865706049184,0.7358803870291837,0.4511515930467809,0.1897321428571414
